pr_number,stratum,reviewer,comment_id,source,file,line,original_comment,normalized_issue,class,atomic_issue_id,in_reference_set,annotation_status,notes,is_pr_author
1286,api_gtfs,aaronbrethorst,4890748384,review_body,internal/restapi/trips_for_route_handler.go,,"The core approach is right: a per-trip service-day map is the correct shape for this, and using `AddDate(0, 0, -1)` rather than subtracting 24h is the DST-safe way to get the previous midnight. The two overnight fixtures with a mock clock at 00:30 are genuine tests — they'd fail against the old unconditional today's-midnight.

The fix stops one line short, though.

**`BuildTripStatus` still receives `todayMidnight`.** The resolved per-trip service date is used only for `entry.ServiceDate`; the status built immediately above it still gets today's midnight, and `BuildTripStatus` sets `status.ServiceDate` from that parameter. So a past-midnight trip now carries two contradicting service dates in the same entry — and, more importantly, the status's schedule-deviation, closest-stop, and distance-along-trip math stays 24h off for exactly the trips this PR is about. Before the change both fields were consistently wrong; now they disagree, which is harder to debug.

Threading the resolved `serviceDate` into `BuildTripStatus` should be all it takes. For reference, #1316 does exactly this and gets both fields agreeing — worth a look at how it's structured there.

Also: the branch now conflicts with `main`. `trips_for_route_handler.go` has gained interlined-block resolution since you cut it, and the entry loop distinguishes `tripID` from a resolved `entryTripID`, so the `tripServiceDay` lookup will need to be keyed deliberately against one or the other. The test file also gained a generic `createTestApiWithGTFSFixture(t, clock, zipName, files)` helper, which should let you drop both of your near-identical fixture builders in favor of two file maps.

One smaller thing: in the null-block path, `tripServiceDay[id] = prevDayMidnight` overwrites an earlier `todayMidnight` for the same trip, whereas the block path iterates today-first and breaks, so today wins there. Only reachable for a >23h trip active on both days, but the two paths should agree.

Happy to re-review once it's rebased and the status date is threaded through.
",Null-block previous-day assignment overwrites today's midnight; block path lets today win.,defect,H-1286-4890748384-3,true,resolved,,false
1286,api_gtfs,burma-shave,4920685807,review_body,,,"## Review summary

**Spec conformance** (`/oba-api-review`, cross-checked against legacy Java and the maglev.wiki spec): no deviations found. This brings `trips-for-route` in line with already-documented spec (mirroring Java's `BlockStatusServiceImpl`/`BlockCalendarServiceImpl` resolving candidate service dates against the block's own scheduled time range). Client-impact check found no adverse impact on Wayfinder, the JS SDK, or iOS (iOS doesn't call this endpoint), and a net-positive fix for Android's schedule-overlay extrapolation, which was silently 24h misaligned for overnight trips before this fix.

**Code quality**: one correctness bug in the DUPLICATED-trip path below should be fixed before merge; two test-coverage gaps and one small duplication nit are also flagged.

(For context: CodeRabbit's earlier comment about missing block-path test coverage is already resolved by the `test: add past-midnight block trip test coverage` commit, and a previous review comment about `BuildTripStatus` receiving the wrong `serviceDate` for regular entries is already resolved by the `fix: synchronize serviceDate across trip entries and statuses` commit — no further action needed on either.)
",Review summary; unique code issues already on inlines.,process_other,H-1286-4920685807-1,false,resolved,,false
1286,api_gtfs,burma-shave,4977446881,review_body,,,Just needs merge conflicts resolved,Process-only or complimentary review text; no independent defect/design issue.,process_other,H-1286-4977446881-1,false,resolved,auto-classified process/other,false
1286,api_gtfs,burma-shave,5160177884,review_body,,,,Process-only or complimentary review text; no independent defect/design issue.,process_other,H-1286-5160177884-1,false,resolved,auto-classified process/other,false
1288,database,aaronbrethorst,5230223358,issue,internal/restapi/trips_for_route_handler.go,,"### Code review

Found 2 issues:

1. The new `sql.ErrNoRows` → 404 branch is unreachable and reintroduces a 404 that this handler deliberately no longer has. `GetTripsByIDs` is a sqlc `:many` query (`-- name: GetTripsByIDs :many` in `gtfsdb/query.sql`), so it returns an empty slice with a nil error and never `sql.ErrNoRows` — the PR's own commit message acknowledges this (""since SQL IN queries do not return sql.ErrNoRows naturally""), and the two new tests only reach the branch by injecting `sql.ErrNoRows` through a `tripFetchFailureDB` wrapper into a query that cannot produce it. Commit 3dd2995e removed the identical dead check from this same handler for the same reason, and `trips-for-route` on main now has zero `sendNotFound` calls: ""The trips-for-route spec guarantees 200 OK even for unknown routes and out-of-service-area conditions, with no error or 404 case defined."" A missing *reference* trip should not turn a successful route response into a 404. The same dead branch is also added at the early-return path (line ~195), where `buildTripReferences` is called with an empty entry list and `nil` prefetched trips and therefore can never fetch anything or error.

https://github.com/OneBusAway/maglev/blob/383fdccc0160c7368194c19cf27d4947479efbe9/internal/restapi/trips_for_route_handler.go#L474-L484

2. The `referencedTripIDs` refactor is behavior-neutral, so the new regression test does not actually cover the reported bug. Every placeholder inserted into `presentTrips` is a bare `models.Trip{}` (lines 539, 550, 559, 570), and those are the only entries with an empty `ID` — prefetched trips come from `gtfsdb.Trip` rows whose `ID` is the primary key. The old `if t.ID == """"` loop therefore selected exactly the same ID set that `referencedTripIDs` now tracks, meaning adjacent block trips were already being fetched. `TestTripsForRouteHandler_BlockSequence_AdjacentTripReferences` would pass against `buildTripReferences` on main unchanged, so it does not demonstrate the empty-object behavior described in #1287. If empty adjacent-trip references are genuinely being observed, the cause is elsewhere and this change won't fix it; worth confirming the failing case reproduces before merging.

https://github.com/OneBusAway/maglev/blob/383fdccc0160c7368194c19cf27d4947479efbe9/internal/restapi/trips_for_route_handler.go#L576-L586

🤖 Generated with [Claude Code](https://claude.ai/code)

 - If this code review was useful, please react with 👍. Otherwise, react with 👎. 
",sql.ErrNoRows to 404 is unreachable for GetTripsByIDs and reintroduces a 404 the trips-for-route spec removed.,defect,H-1288-5230223358-1,true,resolved,,false
1288,database,aaronbrethorst,5230223358,issue,internal/restapi/trips_for_route_handler.go,,"### Code review

Found 2 issues:

1. The new `sql.ErrNoRows` → 404 branch is unreachable and reintroduces a 404 that this handler deliberately no longer has. `GetTripsByIDs` is a sqlc `:many` query (`-- name: GetTripsByIDs :many` in `gtfsdb/query.sql`), so it returns an empty slice with a nil error and never `sql.ErrNoRows` — the PR's own commit message acknowledges this (""since SQL IN queries do not return sql.ErrNoRows naturally""), and the two new tests only reach the branch by injecting `sql.ErrNoRows` through a `tripFetchFailureDB` wrapper into a query that cannot produce it. Commit 3dd2995e removed the identical dead check from this same handler for the same reason, and `trips-for-route` on main now has zero `sendNotFound` calls: ""The trips-for-route spec guarantees 200 OK even for unknown routes and out-of-service-area conditions, with no error or 404 case defined."" A missing *reference* trip should not turn a successful route response into a 404. The same dead branch is also added at the early-return path (line ~195), where `buildTripReferences` is called with an empty entry list and `nil` prefetched trips and therefore can never fetch anything or error.

https://github.com/OneBusAway/maglev/blob/383fdccc0160c7368194c19cf27d4947479efbe9/internal/restapi/trips_for_route_handler.go#L474-L484

2. The `referencedTripIDs` refactor is behavior-neutral, so the new regression test does not actually cover the reported bug. Every placeholder inserted into `presentTrips` is a bare `models.Trip{}` (lines 539, 550, 559, 570), and those are the only entries with an empty `ID` — prefetched trips come from `gtfsdb.Trip` rows whose `ID` is the primary key. The old `if t.ID == """"` loop therefore selected exactly the same ID set that `referencedTripIDs` now tracks, meaning adjacent block trips were already being fetched. `TestTripsForRouteHandler_BlockSequence_AdjacentTripReferences` would pass against `buildTripReferences` on main unchanged, so it does not demonstrate the empty-object behavior described in #1287. If empty adjacent-trip references are genuinely being observed, the cause is elsewhere and this change won't fix it; worth confirming the failing case reproduces before merging.

https://github.com/OneBusAway/maglev/blob/383fdccc0160c7368194c19cf27d4947479efbe9/internal/restapi/trips_for_route_handler.go#L576-L586

🤖 Generated with [Claude Code](https://claude.ai/code)

 - If this code review was useful, please react with 👍. Otherwise, react with 👎. 
",referencedTripIDs refactor is behavior-neutral so the new test does not demonstrate the empty-reference bug.,defect,H-1288-5230223358-2,true,resolved,,false
1288,database,burma-shave,3770121932,inline,internal/restapi/trips_for_route_handler.go,774,"`referencedTripIDs` is redundant given the dedup check already in place. All four insertion sites (lines ~734-737, ~745-748, ~754-757, ~765-768) are already gated by `if _, exists := presentTrips[id]; !exists { ... }` - that guard *is* ""not yet fetched."" `tripIDsToFetch` could be appended to directly inside each of those guards (`tripIDsToFetch = append(tripIDsToFetch, id)`), which would drop this map plus the second loop here (lines 773-776) entirely, while keeping the same explicit-tracking intent the PR is going for - just without the extra map that has to be kept in sync by convention across four call sites.",referencedTripIDs is redundant with the presentTrips existence guard; append tripIDsToFetch in those guards.,design,H-1288-3770121932-1,true,resolved,,false
1288,database,aaronbrethorst,4890748411,review_body,internal/restapi/trips_for_route_handler.go,,"Replacing the `t.ID == """"` zero-value heuristic with an explicit set of referenced trip IDs is a readability win — encoding ""which trips do we still need to fetch"" as an actual set rather than inferring it from a sentinel is the better expression of the intent. The `DBTX` wrapper for forcing lookup failures is a nice testing technique too.

Two things are blocking, though.

**1. The refactor is behavior-neutral, so it doesn't fix #1287.** Placeholders are always bare `models.Trip{}`, and prefetched trips always carry a non-empty primary-key ID, so the old `t.ID == """"` loop selected exactly the same set that `referencedTripIDs` now tracks. `TestTripsForRouteHandler_BlockSequence_AdjacentTripReferences` would pass against the current `buildTripReferences` on `main` unchanged. Whatever is actually causing the empty adjacent-trip references in #1287, this isn't it — so there's a reproducing case still to find before a fix is worth landing.

**2. The `sql.ErrNoRows` → 404 branch is dead, and reintroduces something deliberately removed.** `GetTripsByIDs` is a sqlc `:many` query, so it never returns `ErrNoRows` — the 404 tests only reach that branch through an injected error the DB layer can't produce. More to the point, `3dd2995e` removed the identical dead check from this same handler on the grounds that the trips-for-route spec defines no 404 case, and `main`'s handler has no `sendNotFound` at all: even a missing agency returns an empty 200 list (`trips_for_route_handler.go:39-45`). A reference-lookup failure shouldn't be the thing that reintroduces a 404 here.

Related and worth deciding deliberately rather than by default: escalating a `buildTripReferences` DB failure to a 500 also reverses this handler's posture. `main` logs and continues when reference resolution fails, and `3dd2995e` argues explicitly that a per-entry resolution failure shouldn't fail the whole response. CONTRIBUTING's non-`ErrNoRows` → 500 rule does cut the other way, so I don't think you were wrong to reach for it — but this handler has an established answer and it's the other one.

The branch also conflicts with `main` now; `buildTripReferences` has gained a `stopIDMap` parameter since you cut it.

If you can get a reproducing case for #1287 I'm very interested — the underlying report may well be real even though this change doesn't move it.
",Refactor does not fix #1287; reproducing case still missing.,defect,H-1288-4890748411-1,false,resolved,restates 5230223358-2,false
1288,database,aaronbrethorst,4890748411,review_body,internal/restapi/trips_for_route_handler.go,,"Replacing the `t.ID == """"` zero-value heuristic with an explicit set of referenced trip IDs is a readability win — encoding ""which trips do we still need to fetch"" as an actual set rather than inferring it from a sentinel is the better expression of the intent. The `DBTX` wrapper for forcing lookup failures is a nice testing technique too.

Two things are blocking, though.

**1. The refactor is behavior-neutral, so it doesn't fix #1287.** Placeholders are always bare `models.Trip{}`, and prefetched trips always carry a non-empty primary-key ID, so the old `t.ID == """"` loop selected exactly the same set that `referencedTripIDs` now tracks. `TestTripsForRouteHandler_BlockSequence_AdjacentTripReferences` would pass against the current `buildTripReferences` on `main` unchanged. Whatever is actually causing the empty adjacent-trip references in #1287, this isn't it — so there's a reproducing case still to find before a fix is worth landing.

**2. The `sql.ErrNoRows` → 404 branch is dead, and reintroduces something deliberately removed.** `GetTripsByIDs` is a sqlc `:many` query, so it never returns `ErrNoRows` — the 404 tests only reach that branch through an injected error the DB layer can't produce. More to the point, `3dd2995e` removed the identical dead check from this same handler on the grounds that the trips-for-route spec defines no 404 case, and `main`'s handler has no `sendNotFound` at all: even a missing agency returns an empty 200 list (`trips_for_route_handler.go:39-45`). A reference-lookup failure shouldn't be the thing that reintroduces a 404 here.

Related and worth deciding deliberately rather than by default: escalating a `buildTripReferences` DB failure to a 500 also reverses this handler's posture. `main` logs and continues when reference resolution fails, and `3dd2995e` argues explicitly that a per-entry resolution failure shouldn't fail the whole response. CONTRIBUTING's non-`ErrNoRows` → 500 rule does cut the other way, so I don't think you were wrong to reach for it — but this handler has an established answer and it's the other one.

The branch also conflicts with `main` now; `buildTripReferences` has gained a `stopIDMap` parameter since you cut it.

If you can get a reproducing case for #1287 I'm very interested — the underlying report may well be real even though this change doesn't move it.
",Dead ErrNoRows-to-404 reintroduces sendNotFound on this handler.,defect,H-1288-4890748411-2,false,resolved,restates 5230223358-1,false
1288,database,aaronbrethorst,4890748411,review_body,internal/restapi/trips_for_route_handler.go,,"Replacing the `t.ID == """"` zero-value heuristic with an explicit set of referenced trip IDs is a readability win — encoding ""which trips do we still need to fetch"" as an actual set rather than inferring it from a sentinel is the better expression of the intent. The `DBTX` wrapper for forcing lookup failures is a nice testing technique too.

Two things are blocking, though.

**1. The refactor is behavior-neutral, so it doesn't fix #1287.** Placeholders are always bare `models.Trip{}`, and prefetched trips always carry a non-empty primary-key ID, so the old `t.ID == """"` loop selected exactly the same set that `referencedTripIDs` now tracks. `TestTripsForRouteHandler_BlockSequence_AdjacentTripReferences` would pass against the current `buildTripReferences` on `main` unchanged. Whatever is actually causing the empty adjacent-trip references in #1287, this isn't it — so there's a reproducing case still to find before a fix is worth landing.

**2. The `sql.ErrNoRows` → 404 branch is dead, and reintroduces something deliberately removed.** `GetTripsByIDs` is a sqlc `:many` query, so it never returns `ErrNoRows` — the 404 tests only reach that branch through an injected error the DB layer can't produce. More to the point, `3dd2995e` removed the identical dead check from this same handler on the grounds that the trips-for-route spec defines no 404 case, and `main`'s handler has no `sendNotFound` at all: even a missing agency returns an empty 200 list (`trips_for_route_handler.go:39-45`). A reference-lookup failure shouldn't be the thing that reintroduces a 404 here.

Related and worth deciding deliberately rather than by default: escalating a `buildTripReferences` DB failure to a 500 also reverses this handler's posture. `main` logs and continues when reference resolution fails, and `3dd2995e` argues explicitly that a per-entry resolution failure shouldn't fail the whole response. CONTRIBUTING's non-`ErrNoRows` → 500 rule does cut the other way, so I don't think you were wrong to reach for it — but this handler has an established answer and it's the other one.

The branch also conflicts with `main` now; `buildTripReferences` has gained a `stopIDMap` parameter since you cut it.

If you can get a reproducing case for #1287 I'm very interested — the underlying report may well be real even though this change doesn't move it.
",Escalating buildTripReferences DB failure to 500 reverses this handler's log-and-continue posture.,design,H-1288-4890748411-3,true,resolved,,false
1288,database,aaronbrethorst,4890748411,review_body,,,"Replacing the `t.ID == """"` zero-value heuristic with an explicit set of referenced trip IDs is a readability win — encoding ""which trips do we still need to fetch"" as an actual set rather than inferring it from a sentinel is the better expression of the intent. The `DBTX` wrapper for forcing lookup failures is a nice testing technique too.

Two things are blocking, though.

**1. The refactor is behavior-neutral, so it doesn't fix #1287.** Placeholders are always bare `models.Trip{}`, and prefetched trips always carry a non-empty primary-key ID, so the old `t.ID == """"` loop selected exactly the same set that `referencedTripIDs` now tracks. `TestTripsForRouteHandler_BlockSequence_AdjacentTripReferences` would pass against the current `buildTripReferences` on `main` unchanged. Whatever is actually causing the empty adjacent-trip references in #1287, this isn't it — so there's a reproducing case still to find before a fix is worth landing.

**2. The `sql.ErrNoRows` → 404 branch is dead, and reintroduces something deliberately removed.** `GetTripsByIDs` is a sqlc `:many` query, so it never returns `ErrNoRows` — the 404 tests only reach that branch through an injected error the DB layer can't produce. More to the point, `3dd2995e` removed the identical dead check from this same handler on the grounds that the trips-for-route spec defines no 404 case, and `main`'s handler has no `sendNotFound` at all: even a missing agency returns an empty 200 list (`trips_for_route_handler.go:39-45`). A reference-lookup failure shouldn't be the thing that reintroduces a 404 here.

Related and worth deciding deliberately rather than by default: escalating a `buildTripReferences` DB failure to a 500 also reverses this handler's posture. `main` logs and continues when reference resolution fails, and `3dd2995e` argues explicitly that a per-entry resolution failure shouldn't fail the whole response. CONTRIBUTING's non-`ErrNoRows` → 500 rule does cut the other way, so I don't think you were wrong to reach for it — but this handler has an established answer and it's the other one.

The branch also conflicts with `main` now; `buildTripReferences` has gained a `stopIDMap` parameter since you cut it.

If you can get a reproducing case for #1287 I'm very interested — the underlying report may well be real even though this change doesn't move it.
",Conflicts with main after stopIDMap was added.,process_other,H-1288-4890748411-4,false,resolved,,false
1288,database,burma-shave,4920893466,review_body,,,"## Two-stage review (spec conformance + code quality)

**Spec conformance:** Verified this refactor is behavior-neutral. I traced all
four `referencedTripIDs` insertion sites (`preFetchedTrips` loop, entry
`TripId` loop, `schedule.previousTripId`/`nextTripId` loop, `status.activeTripId`
loop) against the old `t.ID == """"` heuristic they replace - in every case,
including IDs referenced from multiple places, the new set-based fetch list is
identical to the old one. No new spec deviation is introduced by this PR, and
the new tests are solid regression coverage for the existing (unchanged)
reference-resolution behavior.

Reviewing this did surface a pre-existing, previously undocumented deviation
in this handler: when a referenced-trip/route DB lookup inside
`buildTripReferences` fails, Maglev logs and returns `200 OK` with that
reference silently dropped, whereas Java's `TripsForRouteAction.show()` only
catches `OutOfServiceAreaServiceException` and lets any other exception
propagate to a `500`. This predates #1288 (it's the posture `3dd2995e`
deliberately established) and isn't something to change in this PR - it's now
recorded in `maglev.wiki`'s Implementation Decisions for `trips-for-route`, no
action needed here.

**Code quality:** two small items below - a simplification and a commit-message
nit. Neither is functionally broken, so not blocking, but worth tightening
before merge.

---

Two things noticed while reading the surrounding code that are **out of scope
for this PR** (different handler / pre-existing lines untouched by this diff),
flagging only so they don't get lost:

- `trips_for_route_handler.go:883` - `if route, ok := presentRoutes[trip.RouteID]; ok`
  checks map-key presence, not whether the route was actually resolved. A
  placeholder route key is inserted before `GetRoutesByIDs` fills it in, so if
  that batched fetch fails, the trip is still emitted with an empty
  `AgencyID`, producing a malformed combined ID (e.g. `""_1234""`). Pre-existing,
  untouched by this diff - probably worth its own issue.
- `trip_details_handler.go`'s `buildReferencedTrips` has the same
  drop-on-not-found pattern for a trip referenced by `status.ActiveTripID`,
  which can legitimately miss for DUPLICATED GTFS-RT trips with synthetic IDs
  (per `trips_helper.go`'s own comments). That feeds into an iOS force-unwrap
  (`OBAKitCore/Models/REST/TripStatus.swift:198`) on endpoints iOS calls
  constantly - looks like a real crash risk, unrelated to this PR, worth its
  own issue.",Spec note: pre-existing 200-on-reference-failure is out of scope.,process_other,H-1288-4920893466-1,false,resolved,,false
1288,database,burma-shave,4920893466,review_body,internal/restapi/trips_for_route_handler.go,,"## Two-stage review (spec conformance + code quality)

**Spec conformance:** Verified this refactor is behavior-neutral. I traced all
four `referencedTripIDs` insertion sites (`preFetchedTrips` loop, entry
`TripId` loop, `schedule.previousTripId`/`nextTripId` loop, `status.activeTripId`
loop) against the old `t.ID == """"` heuristic they replace - in every case,
including IDs referenced from multiple places, the new set-based fetch list is
identical to the old one. No new spec deviation is introduced by this PR, and
the new tests are solid regression coverage for the existing (unchanged)
reference-resolution behavior.

Reviewing this did surface a pre-existing, previously undocumented deviation
in this handler: when a referenced-trip/route DB lookup inside
`buildTripReferences` fails, Maglev logs and returns `200 OK` with that
reference silently dropped, whereas Java's `TripsForRouteAction.show()` only
catches `OutOfServiceAreaServiceException` and lets any other exception
propagate to a `500`. This predates #1288 (it's the posture `3dd2995e`
deliberately established) and isn't something to change in this PR - it's now
recorded in `maglev.wiki`'s Implementation Decisions for `trips-for-route`, no
action needed here.

**Code quality:** two small items below - a simplification and a commit-message
nit. Neither is functionally broken, so not blocking, but worth tightening
before merge.

---

Two things noticed while reading the surrounding code that are **out of scope
for this PR** (different handler / pre-existing lines untouched by this diff),
flagging only so they don't get lost:

- `trips_for_route_handler.go:883` - `if route, ok := presentRoutes[trip.RouteID]; ok`
  checks map-key presence, not whether the route was actually resolved. A
  placeholder route key is inserted before `GetRoutesByIDs` fills it in, so if
  that batched fetch fails, the trip is still emitted with an empty
  `AgencyID`, producing a malformed combined ID (e.g. `""_1234""`). Pre-existing,
  untouched by this diff - probably worth its own issue.
- `trip_details_handler.go`'s `buildReferencedTrips` has the same
  drop-on-not-found pattern for a trip referenced by `status.ActiveTripID`,
  which can legitimately miss for DUPLICATED GTFS-RT trips with synthetic IDs
  (per `trips_helper.go`'s own comments). That feeds into an iOS force-unwrap
  (`OBAKitCore/Models/REST/TripStatus.swift:198`) on endpoints iOS calls
  constantly - looks like a real crash risk, unrelated to this PR, worth its
  own issue.",Pre-existing empty AgencyID when a placeholder route is not filled in.,design,H-1288-4920893466-2,false,resolved,reviewer said out of scope,false
1288,database,burma-shave,4920893466,review_body,internal/restapi/trip_details_handler.go,,"## Two-stage review (spec conformance + code quality)

**Spec conformance:** Verified this refactor is behavior-neutral. I traced all
four `referencedTripIDs` insertion sites (`preFetchedTrips` loop, entry
`TripId` loop, `schedule.previousTripId`/`nextTripId` loop, `status.activeTripId`
loop) against the old `t.ID == """"` heuristic they replace - in every case,
including IDs referenced from multiple places, the new set-based fetch list is
identical to the old one. No new spec deviation is introduced by this PR, and
the new tests are solid regression coverage for the existing (unchanged)
reference-resolution behavior.

Reviewing this did surface a pre-existing, previously undocumented deviation
in this handler: when a referenced-trip/route DB lookup inside
`buildTripReferences` fails, Maglev logs and returns `200 OK` with that
reference silently dropped, whereas Java's `TripsForRouteAction.show()` only
catches `OutOfServiceAreaServiceException` and lets any other exception
propagate to a `500`. This predates #1288 (it's the posture `3dd2995e`
deliberately established) and isn't something to change in this PR - it's now
recorded in `maglev.wiki`'s Implementation Decisions for `trips-for-route`, no
action needed here.

**Code quality:** two small items below - a simplification and a commit-message
nit. Neither is functionally broken, so not blocking, but worth tightening
before merge.

---

Two things noticed while reading the surrounding code that are **out of scope
for this PR** (different handler / pre-existing lines untouched by this diff),
flagging only so they don't get lost:

- `trips_for_route_handler.go:883` - `if route, ok := presentRoutes[trip.RouteID]; ok`
  checks map-key presence, not whether the route was actually resolved. A
  placeholder route key is inserted before `GetRoutesByIDs` fills it in, so if
  that batched fetch fails, the trip is still emitted with an empty
  `AgencyID`, producing a malformed combined ID (e.g. `""_1234""`). Pre-existing,
  untouched by this diff - probably worth its own issue.
- `trip_details_handler.go`'s `buildReferencedTrips` has the same
  drop-on-not-found pattern for a trip referenced by `status.ActiveTripID`,
  which can legitimately miss for DUPLICATED GTFS-RT trips with synthetic IDs
  (per `trips_helper.go`'s own comments). That feeds into an iOS force-unwrap
  (`OBAKitCore/Models/REST/TripStatus.swift:198`) on endpoints iOS calls
  constantly - looks like a real crash risk, unrelated to this PR, worth its
  own issue.",trip-details drop-on-not-found for synthetic DUPLICATED IDs can crash iOS.,defect,H-1288-4920893466-3,false,resolved,reviewer said other handler / own issue,false
1296,test_refactor,aaronbrethorst,5230230128,issue,internal/restapi/trips_for_route_handler_test.go,,"### Code review

Found 1 issue:

1. The `fix:` commit makes an existing comment in this same file factually wrong. `TestTripsForRouteHandler_RouteVariations` still says ""ParseTimeParameter ignores api.Clock when no time= is given"" — after this PR, `utils.ParseTimeParameter` takes the clock and uses it for the omitted-`time` branch, which is precisely what `TestTripsForRouteHandler_TimeOmitted` now relies on. Left as-is it will mislead the next contributor about the helper's contract (CONTRIBUTING.md: ""Add an inline comment when there's a non-obvious constraint, workaround, or invariant a reader couldn't infer from the code itself""). Passing an explicit `time=` there is still worth doing, but the stated reason is no longer true.

https://github.com/OneBusAway/maglev/blob/a6b13490967861740faf4502ccc30e0ee6ca5e1a/internal/restapi/trips_for_route_handler_test.go#L151-L155

🤖 Generated with [Claude Code](https://claude.ai/code)

 - If this code review was useful, please react with 👍. Otherwise, react with 👎. 
",Existing comment still says ParseTimeParameter ignores api.Clock; this PR makes that false.,design,H-1296-5230230128-1,true,resolved,,false
1296,test_refactor,aaronbrethorst,5288280738,issue,,,"### Code review

No issues found. Checked for bugs and CLAUDE.md compliance.

🤖 Generated with [Claude Code](https://claude.ai/code)
",Claude-authored 'no issues found' comment posted by a human login.,process_other,H-1296-5288280738-1,false,resolved,,false
1296,test_refactor,aaronbrethorst,4890748270,review_body,internal/restapi/trips_for_route_handler_test.go,,"The substance here is good, and better than the `test:` title suggests — threading `api.Clock` into `ParseTimeParameter` is a real fix, and you updated all four production call sites and all five test call sites consistently. The omitted-`time` test is genuinely load-bearing too: it fails without the clock change, because the fixture trip only falls inside the window at the pinned clock. That's the right way to write a regression test.

One blocker, and it isn't about your code.

**This won't compile once merged.** It calls `createTestApiWithTripsForRouteFixture`, which was removed from `main` and replaced by the generic `createTestApiWithGTFSFixture(t, clock, zipName, files)`. Merging your branch into current `main` locally and running `go vet`:

```
internal/restapi/trips_for_route_handler_test.go:422:9: undefined: createTestApiWithTripsForRouteFixture
```

The PR shows MERGEABLE with every check green because CI ran against a merge ref computed before that helper was deleted — so nothing on our side flagged it. Rebasing onto current `main` and porting the two new tests to `createTestApiWithGTFSFixture` should be all it takes.

While you're in there, one small thing this PR invalidates: the comment at `trips_for_route_handler_test.go:152` still says ""ParseTimeParameter ignores api.Clock when no time= is given"", which your own fix makes untrue. It's on a line you didn't touch, but this is the change that breaks it.

Worth splitting the title/description too — a signature change to a shared util under a `test:` heading is easy to miss in the log. Your commits do delineate the two concerns properly, which is the part that actually matters.

Re-review as soon as it's rebased; the fix itself I'm happy with.
","Tests call createTestApiWithTripsForRouteFixture, which was removed on main; merge will not compile.",defect,H-1296-4890748270-1,true,resolved,,false
1296,test_refactor,aaronbrethorst,4890748270,review_body,internal/restapi/trips_for_route_handler_test.go,,"The substance here is good, and better than the `test:` title suggests — threading `api.Clock` into `ParseTimeParameter` is a real fix, and you updated all four production call sites and all five test call sites consistently. The omitted-`time` test is genuinely load-bearing too: it fails without the clock change, because the fixture trip only falls inside the window at the pinned clock. That's the right way to write a regression test.

One blocker, and it isn't about your code.

**This won't compile once merged.** It calls `createTestApiWithTripsForRouteFixture`, which was removed from `main` and replaced by the generic `createTestApiWithGTFSFixture(t, clock, zipName, files)`. Merging your branch into current `main` locally and running `go vet`:

```
internal/restapi/trips_for_route_handler_test.go:422:9: undefined: createTestApiWithTripsForRouteFixture
```

The PR shows MERGEABLE with every check green because CI ran against a merge ref computed before that helper was deleted — so nothing on our side flagged it. Rebasing onto current `main` and porting the two new tests to `createTestApiWithGTFSFixture` should be all it takes.

While you're in there, one small thing this PR invalidates: the comment at `trips_for_route_handler_test.go:152` still says ""ParseTimeParameter ignores api.Clock when no time= is given"", which your own fix makes untrue. It's on a line you didn't touch, but this is the change that breaks it.

Worth splitting the title/description too — a signature change to a shared util under a `test:` heading is easy to miss in the log. Your commits do delineate the two concerns properly, which is the part that actually matters.

Re-review as soon as it's rebased; the fix itself I'm happy with.
",Stale comment that ParseTimeParameter ignores api.Clock.,design,H-1296-4890748270-2,false,resolved,same as 5230230128,false
1296,test_refactor,aaronbrethorst,4890748270,review_body,,,"The substance here is good, and better than the `test:` title suggests — threading `api.Clock` into `ParseTimeParameter` is a real fix, and you updated all four production call sites and all five test call sites consistently. The omitted-`time` test is genuinely load-bearing too: it fails without the clock change, because the fixture trip only falls inside the window at the pinned clock. That's the right way to write a regression test.

One blocker, and it isn't about your code.

**This won't compile once merged.** It calls `createTestApiWithTripsForRouteFixture`, which was removed from `main` and replaced by the generic `createTestApiWithGTFSFixture(t, clock, zipName, files)`. Merging your branch into current `main` locally and running `go vet`:

```
internal/restapi/trips_for_route_handler_test.go:422:9: undefined: createTestApiWithTripsForRouteFixture
```

The PR shows MERGEABLE with every check green because CI ran against a merge ref computed before that helper was deleted — so nothing on our side flagged it. Rebasing onto current `main` and porting the two new tests to `createTestApiWithGTFSFixture` should be all it takes.

While you're in there, one small thing this PR invalidates: the comment at `trips_for_route_handler_test.go:152` still says ""ParseTimeParameter ignores api.Clock when no time= is given"", which your own fix makes untrue. It's on a line you didn't touch, but this is the change that breaks it.

Worth splitting the title/description too — a signature change to a shared util under a `test:` heading is easy to miss in the log. Your commits do delineate the two concerns properly, which is the part that actually matters.

Re-review as soon as it's rebased; the fix itself I'm happy with.
",Title/description should not hide a shared-util signature change under test:.,process_other,H-1296-4890748270-3,false,resolved,,false
